视频地址,弹幕地址,弹幕时间,弹幕内容
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-19 22:51:15,大哥莫笑二哥，只是没写这么清楚
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-20 08:42:43,韩女吾辈楷模
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-20 19:16:59,韩女真的太牛了 我学
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-19 23:40:33,韩女真的很牛
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-19 20:49:23,韩女真的说不生就不生
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-20 13:39:09,不从胯下生出压迫我们的人！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-19 23:43:03,up说的就是韩国讲真韩国孩子比中国卷的多
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-19 20:53:00,我讨厌除了我担之外的韩国男人可以吗
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-20 18:57:18,李栋旭除外
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-19 21:54:00,韩女吾辈楷模！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-20 11:46:04,韩女是说不生就不生
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-19 23:19:22,4％……韩国女人太强了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-21 20:13:59,虽然真的很好笑但我很赞同
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-20 00:32:49,听着有点耳熟，再听听
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-19 23:19:45,韩女吾辈楷模
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-19 20:57:57,东亚三兄弟手牵手啦 都一样
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-20 18:10:12,蛋黄派怎么来了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-19 20:37:33,这还生啥，这家里已经有个不能自理的大儿子了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-19 20:36:52,他们不会猝亖吗
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-19 22:34:44,这也太棒了吧！！！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-19 20:38:50,韩国人真的已经把睡眠进化掉了吗
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-19 21:12:14,韩女牛批
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-19 20:40:14,做自己的基础是不连累他人！！！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-19 20:39:08,这句话真的绝了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-19 20:37:32,韩女真的又刚又团结 说不生就不生
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-19 20:35:59,就5万多块钱？出月子都不够吧
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-03-20 22:21:58,那两男的抢女儿这么努力原来是因为他们这辈子很有可能只有这么一个孩子（笑
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-03 22:01:13,这个月“女权up主”：喜欢男人有什么错！~~~~
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-01 12:13:28,国内：这个月up主：喜欢男人有什么错
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-06 20:24:58,掌声！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-06 20:01:09,佩服佩服
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-06 18:39:52,[ohh]
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-06 13:03:32,所以大家说熊孩子以后会挨打算吗
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-06 12:25:28,我说不结婚不生孩子，我妈问我老了怎么办，谁照顾我？我该怎么回？
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-06 11:46:45,"找个好点的医院看看吧, 很担心UP的精神状态"
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-06 11:44:47,拼命为小卡
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-06 05:54:05,怪不得我没钱
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-06 05:53:09,是我的话会的，棺材
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-05 22:00:33,天呀，好勇
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-05 21:48:42,痛 太痛了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-05 17:14:22,出那个舞教学吧，没开玩笑
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-05 16:34:30,红红火火恍恍惚惚
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-05 14:22:20,哈哈哈哈 是真的不错
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-05 14:00:40,点错了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-05 13:33:19,哈哈哈哈，被动防御技能
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-05 13:26:17,6666
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-05 11:45:05,奇怪的不是这些新闻，是大家听到这些新闻是非常兴奋激动的，世界一起毁灭的时间就要来了!​
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-05 11:37:21,光给钱又什么用，不愿意生小孩背后的原因都不去深究吗
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-05 11:09:41,生日快乐！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-05 10:07:12,哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-05 10:06:41,哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-05 00:35:29,有病
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-04 23:10:26,啪苏！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-04 20:13:05,哈哈哈哈哈哈哈哈哈哈或或或或或或或
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-04 17:25:26,有点耳熟，再听听
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-04 16:06:46,这就是男人的报复
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-04 16:04:01,熟太熟了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-04 15:20:46,太小的孩子出道真的。。还是喜欢完成系
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-04 09:36:26,？6
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-04 09:35:06,？？？？？？？？？？？？？？？？？
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-04 09:34:48,？
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-04 09:31:45,就这？？？
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-04 00:25:28,冬
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-03 22:39:13,这个文化我还是从韩漫里出来的
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-03 21:38:42,生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-03 21:14:36,哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-03 21:04:45,辅导班
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-03 19:17:48,生日快乐！！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-03 19:14:04,没关系 我就是平等地讨厌每一个男人 嘻嘻
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-03 18:10:50,真实 卡跌了真的伤心
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-03 16:19:47,not shy
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-03 13:13:48,+
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-03 12:58:24,这化妆真的像换头，太可怕了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-03 10:32:56,我两点还没睡
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-03 10:30:49,生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-03 07:53:02,是姜训犬师出场的时候了hhhh
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-02 22:39:22,韩女，吾辈楷模
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-02 21:04:27,草 这还是人待的地方吗
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-02 19:07:38,生日快乐！！！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-02 18:59:16,baby next door
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-02 17:34:23,关注了！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-02 17:09:11,哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-02 12:51:48,漂亮！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-02 11:56:57,生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-02 11:33:38,23母so哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-02 09:57:04,这不是很正常吗
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-02 01:28:12,哈哈，我到现在都还没谈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-01 22:09:26,生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-01 22:06:29,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-01 18:19:01,韩女吾辈楷模，我方女同志还需努力
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-01 18:18:04,自信！！就是对的！！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-01 17:15:49,国际生表示是真的 真的很卷
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-01 15:48:11,吾辈楷模
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-01 14:42:46,生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-01 14:06:32,说得真好
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-01 11:50:51,吾辈楷模
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-01 10:59:16,？
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-01 09:29:23,钱性恋
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-01 08:21:39,妍珍呐哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-01 06:20:45,韩女吾辈楷模
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-07-01 03:09:23,哈哈哈哈哈哈哈好努力抓钱
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-30 22:48:10,白羊座！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-30 22:46:25,我25了还没有
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-30 19:33:54,哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-30 19:23:30,有没有一种可能就是韩男不和韩女和解呢。。。
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-30 18:59:35,哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-30 15:12:10,700年呢~好长
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-30 12:13:17,我妈妈也是这么说的，你结不结婚都可以，重要的是你的选择能让你幸福
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-30 11:59:11,？？？离谱
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-30 11:44:06,6666
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-30 11:39:20,别乱学啊 觉还是得睡的
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-30 08:46:57,我舍友已经悟出来了哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-30 04:39:47,进化到这种地步了吗？
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-30 01:38:45,生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-30 00:20:42,哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-30 00:19:32,哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-29 23:47:52,对，主要是负责，会为自己做的决定负责就行
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-29 22:53:16,可笑 大学都不让谈 一出大学就催结婚了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-29 22:50:41,真的很厉害，没有封建思想
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-29 22:49:56,我靠好像我现在住的城市
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-29 22:25:22,我22！！！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-29 22:12:42,截好了，谢谢bb
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-29 18:44:17,牛逼
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-29 18:41:20,泰裤辣
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-29 17:59:51,神经病
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-29 17:56:29,生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-29 17:33:57,生日快乐！！！！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-29 17:31:21,？？？？？？？…西八！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-29 15:57:02,值得学习
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-29 14:12:42,俺也一样
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-29 11:40:32,韩女说到做到
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-29 10:05:27,建议推广这个舞
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-29 09:34:08,"""not shy no me""itzy～"
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-28 22:56:36,别学！不健康有钱也没用！有钱也得有命花！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-28 21:31:15,啊？
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-28 20:41:55,还不如亖了呢
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-28 17:45:19,IFSP的人生准则（）
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-28 17:35:16,婴儿：你再骂
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-28 15:27:31,泰酷辣！！好好笑哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-28 15:26:31,太真实了笑得
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-28 14:03:28,讨厌人类必须点赞
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-28 12:08:58,我和朋友在一起生活可比和男人在一起生活快乐多了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-28 10:05:35,太熟悉啦
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-28 09:22:46,笑發財
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-27 23:39:28,在哪啊
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-27 22:37:03,？？
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-27 21:18:33,啊啊啊很酷
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-27 20:56:02,怎么还有4%啊
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-27 20:15:06,赞给了抓钱舞…
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-27 20:13:56,生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-27 18:32:44,韩女吾辈楷模
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-27 18:09:02,哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-27 18:07:21,我爱豆的小学到初中的学校都倒闭了，原来是这个原因
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-27 18:06:51,是的是的
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-27 17:07:31,小卡什么意思吧
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-27 15:45:56,生日快乐!(^O^)y
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-27 15:22:23,4%还是太多了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-27 14:09:40,哈哈哈哈草倒过来也是下降
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-27 13:33:23,生日快乐！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-27 12:35:46,好爽!
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-27 12:18:52,韩女吾辈楷模
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-06-27 11:05:53,这话真是好骂!爽!
